gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
NPAS2	339144	406	14	425787	118428	0	8	6	0	6	11	525045	5.527594e-01	1
SNX32	3779084	287	42	209521	58859	0	8	1	0	12	18	853633	5.529706e-01	1
GSS	968413	236	40	241613	72136	0	5	0	0	5	7	606908	5.530423e-01	1
PZP	352696	301	19	763960	213923	0	13	5	0	12	17	1192019	5.530456e-01	1
LRRN4	301252	351	-6	353296	123611	0	11	2	0	45	56	3854874	5.531025e-01	1
FAM69B	1898901	190	39	210302	69580	0	7	1	0	50	103	4963752	5.531972e-01	1
PPP3CC	701231	142	41	269161	69722	0	3	2	0	41	41	2995774	5.532208e-01	1
OR52R1	66543	987	-3	153786	47925	0	3	1	0	50	63	3505270	5.533083e-01	1
OR4C6	1295	1091	-20	152650	45014	0	2	1	0	29	26	2114451	5.534361e-01	1
ADAMTS2	1496298	677	-4	627924	180411	0	18	7	0	40	67	3839538	5.535499e-01	1
TBC1D22B	516467	376	38	264049	69509	0	6	2	0	33	33	2422804	5.537552e-01	1
PATE2	607531	493	3	61912	13916	0	1	0	0	50	73	3930986	5.538136e-01	1
KEL	294033	676	2	377791	105932	0	10	3	0	50	69	3470906	5.538711e-01	1
TPRX1	881316	336	39	191416	73130	0	3	1	0	50	77	4488336	5.539123e-01	1
FCRLB	598281	504	20	208527	69012	0	9	1	0	5	8	420391	5.542015e-01	1
XRN1	502945	403	29	900422	225709	0	11	4	0	45	73	4190278	5.543524e-01	1
OTOP2	1045089	223	25	278249	86620	0	9	2	0	50	81	3967125	5.544268e-01	1
WRNIP1	473112	285	31	331286	99400	0	10	4	0	25	34	1658631	5.547561e-01	1
SERPINF1	1447501	189	32	211083	62622	0	2	1	0	41	48	3482266	5.547866e-01	1
AWAT2	166632	NaN	16	171820	47996	0	3	0	0	50	95	4257799	5.548757e-01	1
LCN10	1898901	190	39	102808	30317	0	1	0	0	50	103	4963752	5.549071e-01	1
ZMAT5	848649	195	37	89815	23714	0	2	0	0	50	70	3819303	5.550737e-01	1
APBA1	209495	673	-5	426639	119067	0	9	1	0	27	29	2264758	5.550968e-01	1
TOMM6	NaN	NaN	NaN	38269	11360	0	1	0	0	50	158	7918204	5.551514e-01	1
HTR1F	123008	898	-19	182612	52753	0	2	0	0	49	63	4436080	5.551652e-01	1
ZFP37	492947	575	-4	327381	78810	0	5	2	0	50	56	4270934	5.551655e-01	1
ODAM	181352	975	12	148106	39760	0	2	0	0	50	57	3585287	5.552103e-01	1
BCDIN3D	1291800	231	45	145834	42671	0	4	1	0	50	110	5328124	5.552576e-01	1
PSMD14	210764	520	13	165785	41464	0	1	0	0	50	73	4442825	5.553582e-01	1
VIT	577288	323	-8	375803	106642	0	11	1	0	43	68	3548438	5.553671e-01	1
OR10V1	431271	409	27	151443	46647	0	2	1	0	38	48	3370796	5.556711e-01	1
NLRP14	418263	881	-4	564095	144343	0	10	3	0	40	51	3223613	5.556810e-01	1
TRIP4	764707	198	40	303880	78668	0	5	0	0	14	17	1174624	5.557278e-01	1
WDR33	605495	187	43	747559	211367	0	13	2	0	6	9	623167	5.558826e-01	1
PDZD11	215874	NaN	52	75686	19525	0	1	0	0	50	62	4523765	5.559535e-01	1
SLC4A2	622098	373	41	615925	196457	0	13	2	0	8	13	948418	5.560073e-01	1
STXBP3	772267	191	9	317867	76822	0	5	1	0	50	71	4173380	5.562192e-01	1
KIF27	464240	285	5	723774	186588	0	14	7	0	29	56	2577229	5.562314e-01	1
HHIPL2	227631	467	-6	365579	104938	0	8	3	0	25	33	1978344	5.565057e-01	1
ZC3H10	2878044	171	40	210515	68302	0	5	1	0	50	62	4133478	5.568105e-01	1
SRL	825667	154	32	241116	66456	0	7	2	0	50	99	4652488	5.568895e-01	1
LOXL4	225311	581	9	386311	109340	0	11	3	0	21	36	2163015	5.570117e-01	1
MDGA2	14033	1195	-46	490539	134616	0	10	2	0	12	28	1288863	5.570133e-01	1
OR6F1	191710	995	-32	149597	47854	0	3	0	0	34	74	4103090	5.571504e-01	1
NSMCE2	328239	420	38	132415	31169	0	3	1	0	38	72	3453795	5.572621e-01	1
UBASH3B	660955	261	6	334907	91519	0	9	1	0	50	110	5783021	5.572841e-01	1
TACR2	704483	285	50	198800	59569	0	4	2	0	38	54	2723844	5.575803e-01	1
PLVAP	842088	211	43	224431	63332	0	5	0	0	23	34	1711597	5.575967e-01	1
DDHD1	306643	448	20	462778	128510	0	14	6	0	18	38	1728637	5.576186e-01	1
FER1L5	906473	234	41	1096027	286343	0	27	7	0	14	41	1960665	5.576453e-01	1
KLK12	490795	632	22	142284	34293	0	2	1	0	40	52	2802370	5.577062e-01	1
CBLN1	6672	907	-33	95921	29749	0	2	0	0	50	53	3676025	5.579280e-01	1
LOXHD1	NaN	NaN	NaN	1183712	312400	0	30	8	0	50	166	8219244	5.580236e-01	1
SUPT7L	1192074	306	43	211083	58362	0	4	0	0	36	94	4621035	5.580730e-01	1
HHLA2	281982	859	7	217118	54883	0	4	1	0	33	39	2436436	5.581344e-01	1
PLBD2	442841	251	37	298342	88466	0	6	3	0	41	47	2905533	5.581385e-01	1
TMEM181	646528	306	46	315737	90028	0	5	1	0	50	80	4225778	5.583130e-01	1
REC8	974559	220	41	281586	84135	0	8	0	0	32	50	3115835	5.583188e-01	1
FOXJ3	541904	579	23	324754	83567	0	5	2	0	16	13	1077496	5.584191e-01	1
CUL2	209586	319	7	401292	92442	0	4	2	0	50	60	3807162	5.585297e-01	1
OR52I2	212267	935	-3	172246	52895	0	3	2	0	50	71	4256521	5.586148e-01	1
TAF10	424523	491	17	108985	35642	0	3	0	0	50	70	4499625	5.587038e-01	1
TM7SF3	408250	320	26	291668	82573	0	3	0	0	12	6	759416	5.587337e-01	1
ADIPOQ	449980	384	25	121907	36352	0	3	0	0	50	81	3989348	5.587719e-01	1
TRABD	944000	242	49	191487	57084	0	3	1	0	50	74	4728884	5.588026e-01	1
OR12D3	329776	872	7	156910	46079	0	3	1	0	50	79	4376866	5.588069e-01	1
CIB2	414873	271	56	100039	24353	0	2	0	0	50	71	3413325	5.588977e-01	1
PDZD9	643750	326	44	106429	26696	0	1	0	0	50	76	4012991	5.589830e-01	1
PAPPA	69253	553	-19	827292	230892	0	15	6	0	50	67	3948807	5.592195e-01	1
SCML1	70191	NaN	15	170684	45937	0	2	0	0	20	25	1489225	5.592929e-01	1
BCL6B	1696302	360	24	238489	75047	0	5	1	0	50	53	3242144	5.594686e-01	1
FATE1	125659	NaN	4	94998	26412	0	2	0	0	50	60	3528132	5.595536e-01	1
DRAP1	3779084	287	42	107920	28826	0	3	1	0	34	83	2747487	5.595627e-01	1
NUP54	525212	403	38	262203	71781	0	5	0	0	20	29	2068301	5.596754e-01	1
SLC26A11	684326	219	17	300472	101033	0	3	1	0	24	26	1976001	5.596956e-01	1
MRPS11	212296	630	4	98761	30104	0	2	1	0	12	8	809116	5.599597e-01	1
COL4A5	118458	NaN	19	847882	274415	0	14	2	0	6	6	630125	5.599859e-01	1
CADPS	76552	1010	3	716958	188505	0	16	4	0	39	62	3395788	5.600216e-01	1
KATNAL2	120136	561	12	245234	65107	0	5	0	0	35	48	3224820	5.600697e-01	1
RPL13	1094600	211	38	106997	32731	0	2	0	0	50	65	3231494	5.600933e-01	1
POLE3	390186	297	36	78455	18673	0	2	0	0	50	80	3867441	5.601408e-01	1
RPL3L	1756887	183	42	209024	59782	0	4	0	0	18	28	1842237	5.601942e-01	1
BTBD2	1899295	239	37	260499	82431	0	8	2	0	50	91	4809114	5.605955e-01	1
POU6F2	180662	897	4	343711	106997	0	5	2	0	50	67	3738292	5.606557e-01	1
ATL2	808394	366	25	322695	84561	0	6	0	0	23	31	2135538	5.607007e-01	1
TMEM42	466410	380	31	79591	24779	0	2	1	0	50	63	3725370	5.607425e-01	1
MAGEA6	203033	NaN	-1	156129	46008	0	2	0	0	31	28	2522346	5.607539e-01	1
JAK2	255685	634	28	597749	145834	0	13	3	0	12	12	821896	5.612902e-01	1
FNDC5	1019374	232	15	84419	21868	0	2	0	0	50	92	4211649	5.614515e-01	1
PLEK2	484235	291	32	182683	50765	0	4	0	0	50	63	3544249	5.614946e-01	1
MOGS	1069803	343	45	401434	137456	0	8	2	0	48	56	3838331	5.615011e-01	1
PRF1	549339	573	40	270297	87543	0	11	4	0	21	56	2151513	5.615078e-01	1
KPNA7	NaN	NaN	NaN	261067	76964	0	5	1	0	50	159	7983808	5.616342e-01	1
PIGH	483892	311	46	95921	27832	0	2	0	0	50	72	4057650	5.616729e-01	1
LCE2C	169158	818	24	56019	15762	0	1	0	0	50	57	4025487	5.617601e-01	1
ZNF736	NaN	NaN	NaN	225212	50836	0	3	0	0	50	158	7957680	5.619310e-01	1
RFPL3	413546	556	-16	158046	46008	0	3	1	0	44	64	4074903	5.619526e-01	1
BAZ1A	615028	184	24	809755	207320	0	12	0	0	4	1	554794	5.619986e-01	1
AGBL3	NaN	NaN	NaN	482658	119493	0	7	2	0	50	160	8026337	5.620047e-01	1
PRG2	923815	191	-3	115304	31453	0	1	0	0	25	36	1986154	5.620975e-01	1
CELF2	96767	864	5	283361	75970	0	8	2	0	50	76	3810925	5.622166e-01	1
TMPRSS13	527704	576	45	287763	85839	0	5	0	0	8	14	725549	5.622290e-01	1
KIF19	362227	433	-8	501615	152934	0	16	4	0	50	88	5064998	5.623340e-01	1
DNPEP	604261	335	38	249423	73059	0	5	0	0	25	49	2143632	5.624369e-01	1
ZBED6	NaN	NaN	NaN	492811	132983	0	7	5	0	30	61	3256131	5.624636e-01	1
SUDS3	635715	823	32	177145	42458	0	1	0	0	33	38	3227873	5.625174e-01	1
LAMB4	487451	326	4	915616	238418	0	20	8	0	10	20	990308	5.625284e-01	1
ZNF827	110708	1103	30	547481	152863	0	8	3	0	30	27	2726400	5.625955e-01	1
CXCL10	489826	399	43	52540	13703	0	1	0	0	50	91	4162872	5.627996e-01	1
KHSRP	865106	219	33	363307	107849	0	5	1	0	50	62	4179060	5.628581e-01	1
RTN2	1183590	164	41	269161	88253	0	5	1	0	22	35	1777272	5.628919e-01	1
GALNT1	486812	562	61	292520	74266	0	4	1	0	7	6	484859	5.629416e-01	1
IL22RA1	812508	235	33	284639	88324	0	8	1	0	11	13	956725	5.629765e-01	1
LIN9	739974	278	21	293585	75544	0	5	0	0	13	15	1037168	5.630745e-01	1
LIN28A	1046693	181	33	107494	29252	0	2	1	0	50	92	3617237	5.631054e-01	1
LHX8	162631	959	-23	184032	50907	0	4	1	0	50	91	5080547	5.631802e-01	1
USP38	182738	678	3	523838	150307	0	12	4	0	50	80	4088393	5.632191e-01	1
ZNF219	937278	320	20	343285	122120	0	6	0	0	2	0	393411	5.632525e-01	1
FOXA3	883734	203	39	168625	56516	0	5	1	0	50	78	3932690	5.633068e-01	1
IMP3	586224	231	34	88466	29749	0	3	0	0	50	102	3925945	5.635075e-01	1
SEZ6L	196333	672	-62	516099	152508	0	21	7	0	19	43	1644289	5.636082e-01	1
ATP6AP1L	146069	476	1	114026	33157	0	2	0	0	50	65	4039119	5.636618e-01	1
CYP3A43	1535089	438	36	266534	66598	0	3	0	0	48	76	4182397	5.637090e-01	1
CYBRD1	486534	352	34	157549	28400	0	3	0	0	50	52	3502785	5.637990e-01	1
B4GALT2	875223	214	39	186588	56871	0	4	2	0	50	74	3968474	5.639545e-01	1
SEPT6	656561	NaN	61	231744	58575	0	6	1	0	6	5	415847	5.640363e-01	1
AXIN1	1444992	205	40	432390	127587	0	9	3	0	50	134	6279950	5.642854e-01	1
SLC7A3	824487	NaN	-9	308850	97341	0	5	2	0	50	59	3645921	5.642915e-01	1
STX5	2405109	248	44	184245	51759	0	2	0	0	47	62	3818380	5.644585e-01	1
PRSS38	672760	406	5	162164	50197	0	2	1	0	50	57	3313286	5.645531e-01	1
IQGAP2	229166	675	34	826511	210373	0	8	4	0	49	60	4146329	5.647892e-01	1
GOLM1	320201	489	20	210089	54457	0	5	0	0	30	51	3010613	5.648696e-01	1
PGGT1B	237444	619	9	196386	52398	0	2	0	0	50	69	4363518	5.648721e-01	1
TBX20	154022	926	5	225993	66030	0	3	0	0	50	58	3655932	5.650171e-01	1
MRGPRD	557282	416	51	155490	50055	0	3	0	0	25	63	2751250	5.650342e-01	1
FBRS	2255010	158	60	224928	78171	0	9	3	0	47	109	4349957	5.650359e-01	1
WFDC6	1069725	438	36	46505	11218	0	1	0	0	50	92	4193189	5.651213e-01	1
JAM2	534549	723	26	155987	42742	0	1	1	0	31	39	2538818	5.653055e-01	1
NPM2	576057	222	41	115943	28258	0	1	0	0	50	78	3746954	5.653129e-01	1
SLC17A5	713348	132	31	253044	72420	0	3	2	0	50	61	4191201	5.653755e-01	1
GALNTL6	5263	1023	-13	313607	80443	0	9	2	0	5	8	602080	5.654101e-01	1
PCDHGA12	NaN	NaN	NaN	459583	146615	0	10	2	0	27	41	2676984	5.654802e-01	1
HDX	20850	NaN	-20	355071	93720	0	4	1	0	50	56	3970675	5.655840e-01	1
MPDU1	1957426	194	24	124463	39121	0	2	1	0	50	74	4382759	5.656166e-01	1
HYAL1	843769	206	51	215272	65888	0	5	1	0	50	84	4083068	5.657195e-01	1
OLR1	397577	398	18	147538	31808	0	2	0	0	50	57	4271076	5.657426e-01	1
SLFN14	NaN	NaN	NaN	462139	124250	0	7	3	0	50	161	8031094	5.657627e-01	1
AKAP1	413131	258	-6	450637	135539	0	10	2	0	7	10	693386	5.657875e-01	1
TBR1	219774	676	10	339025	101672	0	15	6	0	16	36	1450388	5.658752e-01	1
EXOSC8	176745	650	16	147609	38340	0	1	0	0	50	66	3847987	5.658880e-01	1
ENTPD5	443041	158	51	224999	60208	0	2	1	0	50	62	3823705	5.659620e-01	1
LEMD3	299752	577	7	458731	134687	0	7	2	0	50	64	4202348	5.660220e-01	1
SGPP1	321254	311	18	214917	69651	0	4	0	0	47	64	4742161	5.664646e-01	1
KCTD18	542097	378	26	214278	63687	0	4	1	0	50	67	3618515	5.664880e-01	1
HMGN5	141842	NaN	-22	153005	32092	0	2	0	0	50	64	4408532	5.666801e-01	1
DLGAP3	603922	534	28	480599	153289	0	10	2	0	50	98	4770774	5.668102e-01	1
PIK3R1	48999	619	32	402996	99897	0	5	1	0	24	20	2270935	5.668621e-01	1
ARID5B	81587	388	20	601157	166282	0	8	3	0	17	18	1888316	5.668711e-01	1
ZFP90	765949	421	34	329085	80940	0	6	0	0	4	24	1308317	5.668783e-01	1
SLC28A3	396533	595	2	359899	98051	0	3	2	0	50	69	4560046	5.669551e-01	1
ZNFX1	886628	261	50	974333	262984	0	19	10	0	14	20	1329901	5.670008e-01	1
AGBL2	984490	155	23	473073	118854	0	7	3	0	44	83	3634703	5.670739e-01	1
TCTN3	370056	547	31	310412	89176	0	5	3	0	29	50	2880825	5.671777e-01	1
FSCN1	1965381	192	56	246015	73059	0	13	3	0	8	12	665341	5.674000e-01	1
VPS35	432970	253	-24	416486	106855	0	8	1	0	20	33	1582803	5.674020e-01	1
OR1A2	506514	628	0	153431	44659	0	1	1	0	50	82	4577512	5.676729e-01	1
UMPS	307759	254	36	239838	71781	0	3	1	0	50	69	3307038	5.677348e-01	1
CACNA2D4	240778	593	28	598104	160602	0	8	3	0	41	66	3586352	5.677450e-01	1
ASMTL	NaN	NaN	NaN	330292	95921	0	10	5	0	8	19	878909	5.677932e-01	1
FGF17	584373	219	34	111683	30814	0	3	0	0	50	116	4254036	5.678306e-01	1
RPL26L1	488219	181	36	75757	20093	0	2	0	0	50	85	3944760	5.680748e-01	1
SPPL3	1410077	392	45	196954	57581	0	3	0	0	50	130	5924311	5.680779e-01	1
HNF4A	769430	376	16	272214	77319	0	12	4	0	7	15	585963	5.682041e-01	1
GBP3	316278	598	5	309276	80088	0	3	1	0	50	54	4000069	5.682163e-01	1
FILIP1	441614	325	19	611949	168057	0	15	4	0	23	27	1568248	5.682813e-01	1
TSC1	1919595	461	33	597536	164791	0	16	5	0	50	87	3878304	5.684451e-01	1
FAM111A	542222	686	9	315524	78100	0	3	0	0	35	20	2588305	5.685305e-01	1
ZDBF2	328087	597	18	1195711	311690	0	12	3	0	18	20	1928360	5.685452e-01	1
B3GNT5	NaN	NaN	NaN	192694	49487	0	2	1	0	50	159	7956331	5.687428e-01	1
GPR101	252008	NaN	13	253115	71923	0	7	2	0	27	56	3244700	5.688684e-01	1
UBXN4	511712	403	25	265824	69651	0	4	1	0	50	84	4644749	5.688944e-01	1
CYP2U1	144587	735	6	272924	79165	0	6	2	0	50	102	4972698	5.689781e-01	1
ZNF518B	218121	1074	15	537328	149597	0	9	3	0	50	51	3459759	5.689885e-01	1
RWDD2A	153997	734	6	149455	38624	0	3	0	0	50	98	4897935	5.691707e-01	1
TMEM232	NaN	NaN	NaN	346622	84916	0	4	0	0	27	39	2615285	5.694833e-01	1
UBE3B	430972	428	37	551812	153431	0	12	2	0	30	39	2523056	5.694964e-01	1
ZNF784	1077402	254	-10	155703	52611	0	3	0	0	27	24	1678085	5.695291e-01	1
TAF7L	404269	NaN	29	248997	57510	0	6	2	0	7	8	518584	5.698163e-01	1
SAP130	541058	248	36	537896	171820	0	11	3	0	5	9	554368	5.699915e-01	1
CD86	557964	715	39	173453	42529	0	2	0	0	50	65	3738576	5.700922e-01	1
EIF5AL1	342919	284	39	77674	21797	0	1	0	0	50	62	3419076	5.701355e-01	1
FGL1	399891	253	-16	167915	38056	0	2	2	0	50	78	4052680	5.701427e-01	1
RNASEH2B	137500	621	34	174731	41251	0	2	0	0	50	55	3956475	5.701446e-01	1
PAX2	1089188	481	19	243530	64255	0	7	1	0	50	59	3458268	5.701794e-01	1
MOCS2	204924	419	-5	136178	29962	0	3	1	0	5	9	500550	5.701840e-01	1
XRCC4	230543	717	8	178068	43239	0	3	0	0	50	69	4165144	5.701849e-01	1
HES1	420702	294	33	137811	44304	0	3	1	0	50	95	4146329	5.703797e-01	1
HTR3B	182706	555	9	227839	61841	0	5	1	0	50	91	4574885	5.703919e-01	1
UGCG	598588	172	14	206042	53179	0	3	2	0	21	24	1525932	5.706153e-01	1
XRCC1	416043	209	-10	325819	93365	0	12	1	0	4	4	393908	5.707368e-01	1
TMBIM1	730654	197	33	161525	47215	0	1	1	0	50	53	3691432	5.707500e-01	1
ZFP14	784358	758	-67	279172	65036	0	3	0	0	13	9	951471	5.707915e-01	1
STK3	332778	550	25	261848	61060	0	10	2	0	4	8	416912	5.709035e-01	1
ARHGEF37	609620	185	37	340800	101388	0	7	2	0	50	98	4018813	5.709418e-01	1
NPY1R	74427	1197	-18	194540	52327	0	4	0	0	50	86	4354785	5.709593e-01	1
ZNF530	532349	849	-37	305655	79449	0	5	0	0	5	3	421953	5.711437e-01	1
RAET1E	423805	245	34	136036	36068	0	1	0	0	50	76	3995809	5.713065e-01	1
MRPL18	652619	453	26	91448	26767	0	2	0	0	50	72	4268378	5.714934e-01	1
HIC2	NaN	NaN	NaN	302673	92655	0	8	1	0	50	159	7999499	5.717051e-01	1
TRIP13	812469	491	34	226348	60989	0	7	3	0	4	11	436863	5.718580e-01	1
EFTUD2	1101543	172	28	507792	136959	0	9	3	0	50	64	3449322	5.718943e-01	1
EDN3	831202	402	-9	128723	36565	0	3	0	0	22	27	1726933	5.721816e-01	1
NUPL2	509506	218	23	214988	61060	0	4	0	0	50	51	3534877	5.721819e-01	1
DNAJC22	2137968	175	37	166495	52895	0	4	1	0	50	108	4632040	5.721825e-01	1
SLC25A2	800016	708	-15	148106	44872	0	2	0	0	50	60	5055626	5.722379e-01	1
UROS	211688	280	-5	140083	37559	0	2	0	0	50	69	4368559	5.722615e-01	1
SEPT3	1335011	323	67	197096	49345	0	5	0	0	17	25	936135	5.723278e-01	1
ACOT9	473183	NaN	48	241258	58433	0	4	1	0	50	75	3970675	5.723397e-01	1
PCDH19	128045	NaN	-15	566154	172317	0	17	6	0	16	20	1218644	5.723567e-01	1
CDSN	NaN	NaN	NaN	255671	84277	0	4	0	0	27	39	2614646	5.724117e-01	1
UROD	939872	310	20	186801	56019	0	5	0	0	19	31	1611558	5.724335e-01	1
HS3ST1	74823	1201	3	151514	45298	0	10	4	0	5	7	273563	5.724731e-01	1
EIF2AK4	806826	256	26	859881	227271	0	15	5	0	50	111	4939186	5.725447e-01	1
CASP7	200770	587	0	201427	36494	0	4	1	0	33	49	2304376	5.728096e-01	1
CD207	596622	629	24	169193	45724	0	3	0	0	19	20	1472256	5.728548e-01	1
KTN1	687929	308	23	739039	167702	0	8	2	0	23	32	2711135	5.728963e-01	1
STX3	395993	494	8	163584	40896	0	3	0	0	50	63	3919910	5.729054e-01	1
NMD3	242883	581	-16	270368	64468	0	3	0	0	18	16	1225389	5.734301e-01	1
PRR23B	336415	520	11	124463	45511	0	3	0	0	50	64	3949020	5.735170e-01	1
ATXN3L	295243	NaN	40	182683	44801	0	4	1	0	21	24	1440306	5.736350e-01	1
OR10K2	135429	902	5	151656	47925	0	2	1	0	50	48	3291347	5.737995e-01	1
FAM102B	615760	313	-3	189357	50268	0	3	0	0	50	98	4930808	5.738901e-01	1
GPR108	736129	272	27	283006	79520	0	7	0	0	50	92	4891190	5.739708e-01	1
INPP5K	1371893	220	24	233235	63048	0	4	1	0	50	115	4574530	5.740984e-01	1
LEPR	178338	528	-8	645745	163229	0	17	4	0	3	9	444531	5.741829e-01	1
CHN1	389626	701	12	243104	61060	0	5	1	0	50	64	4150163	5.741971e-01	1
ST7L	561127	355	19	306223	81650	0	5	0	0	15	19	1547587	5.742631e-01	1
PNPT1	501257	354	17	413149	111257	0	6	1	0	41	49	3421632	5.745315e-01	1
ADAM8	339279	452	-12	435940	93365	0	13	4	0	50	92	4278176	5.746331e-01	1
IRF9	974559	220	41	201640	56729	0	4	0	0	50	101	4899355	5.746623e-01	1
FCGR2A	741254	448	41	164791	43949	0	3	1	0	50	74	4493661	5.747158e-01	1
CHRM5	409900	384	2	263765	77674	0	4	1	0	34	27	2466611	5.747404e-01	1
ACRV1	564542	595	13	138237	34293	0	1	1	0	41	61	3302068	5.747855e-01	1
CAPZA3	82407	911	-29	152366	39760	0	3	0	0	50	63	3393871	5.748581e-01	1
ARL6IP5	264082	443	20	96134	26341	0	2	0	0	50	83	4601368	5.750705e-01	1
RPS19	1360684	454	23	75970	21584	0	1	0	0	50	65	3729275	5.751039e-01	1
NKAIN2	23367	993	-28	110334	28329	0	2	2	0	13	19	763179	5.752655e-01	1
C8orf33	454161	440	8	116369	34435	0	3	1	0	50	89	4802795	5.754552e-01	1
VDAC3	535273	459	37	149881	39050	0	2	0	0	50	60	4247078	5.754633e-01	1
FASTKD3	65781	1013	-18	335191	92726	0	5	1	0	50	54	4059922	5.755117e-01	1
LRRC36	1158788	125	49	388796	110689	0	5	2	0	50	55	3763355	5.756289e-01	1
OR1M1	311030	471	-63	152295	48138	0	2	1	0	50	85	5471544	5.757034e-01	1
ACADSB	256010	673	17	224999	60208	0	2	1	0	27	27	1979267	5.758702e-01	1
CD200	260383	621	20	150236	43381	0	2	0	0	50	50	3763710	5.761185e-01	1
RGR	216056	869	-4	149597	45085	0	3	2	0	5	4	279669	5.761237e-01	1
CLPB	755787	258	56	361958	104512	0	12	3	0	50	89	4074832	5.761432e-01	1
CCDC13	369284	309	33	366928	103376	0	15	3	0	7	17	747488	5.761462e-01	1
IFT122	848687	163	58	675778	177074	0	11	3	0	14	15	1215875	5.762348e-01	1
UBQLNL	99343	946	-2	237211	66953	0	4	1	0	50	67	4318433	5.762845e-01	1
ZNF83	563874	1010	-41	266321	64042	0	4	0	0	41	44	3149489	5.763653e-01	1
OOEP	732413	446	18	75260	22294	0	2	0	0	50	79	4033936	5.764112e-01	1
DHDDS	1046693	181	33	173169	47712	0	4	1	0	50	92	3617237	5.766065e-01	1
SLC35F4	175308	918	27	263623	75899	0	3	0	0	43	34	3324291	5.766210e-01	1
TBC1D26	730837	431	-16	134190	34506	0	2	1	0	50	67	4443535	5.766565e-01	1
LGI4	745516	357	-9	263410	87188	0	6	2	0	18	31	1508608	5.766933e-01	1
KIR3DL2	987531	620	-23	231176	67450	0	4	1	0	50	66	4839715	5.767344e-01	1
OR6C65	667726	802	-14	155490	44091	0	2	1	0	50	66	3878801	5.767409e-01	1
PGAP1	549386	370	17	484575	127374	0	7	3	0	9	10	589229	5.768054e-01	1
AQP12A	1077835	446	25	143136	48990	0	2	0	0	33	67	3501720	5.772776e-01	1
NSF	525541	203	12	391849	101246	0	5	1	0	50	73	4973266	5.777909e-01	1
BAZ2B	351229	414	23	1121161	294650	0	17	3	0	18	17	1394724	5.780062e-01	1
VN1R2	427680	921	-46	195960	57936	0	3	1	0	50	58	3456138	5.780089e-01	1
KHDRBS1	1216050	133	33	221662	68870	0	5	0	0	20	35	1943554	5.781284e-01	1
CIR1	385177	419	24	242394	53889	0	2	0	0	50	81	5148423	5.782150e-01	1
LELP1	822908	602	28	50978	13135	0	1	0	0	50	107	5479567	5.782367e-01	1
NSMCE4A	249185	396	25	201498	54102	0	3	0	0	50	54	4241611	5.783315e-01	1
OR51T1	65798	1006	-15	173382	53250	0	3	0	0	50	68	4209093	5.785513e-01	1
MBD6	1347795	303	44	472576	178352	0	11	1	0	6	21	1467996	5.786308e-01	1
APOBEC3G	1386387	372	71	203060	48919	0	5	2	0	50	80	3202952	5.786346e-01	1
HDAC11	370030	199	39	178991	52327	0	4	1	0	50	95	4330503	5.787172e-01	1
SHANK3	669934	295	41	846675	289041	0	25	5	0	43	61	3555041	5.788073e-01	1
FAM169A	424900	581	31	347687	91306	0	4	2	0	41	55	2863927	5.788507e-01	1
MAFA	2154403	237	32	170329	55877	0	4	2	0	50	103	4350241	5.788605e-01	1
IHH	823105	324	37	198729	66669	0	5	1	0	15	14	1239589	5.789573e-01	1
SPOPL	85990	638	15	208598	51049	0	3	0	0	20	28	1546380	5.789602e-01	1
BRS3	374989	NaN	23	198161	59569	0	3	0	0	50	84	4598031	5.789667e-01	1
LCE1A	62450	804	15	55167	15549	0	1	0	0	50	80	3816605	5.789880e-01	1
AMT	1585328	201	32	207533	63403	0	4	0	0	20	11	1142319	5.789898e-01	1
FOXI1	94287	650	24	188434	55025	0	3	0	0	18	27	1651957	5.790777e-01	1
NUDT3	983693	233	31	90312	23643	0	1	0	0	50	68	3796796	5.794686e-01	1
RRAS2	428878	363	-3	108772	27548	0	3	1	0	18	29	1366182	5.795067e-01	1
GABRR3	189744	702	0	244595	61060	0	3	2	0	50	80	4548757	5.795400e-01	1
CNGA4	466636	728	4	287124	85626	0	4	2	0	32	29	3038516	5.795624e-01	1
POGK	258555	773	-7	309631	84419	0	8	4	0	10	20	1084241	5.796353e-01	1
SAG	419346	227	28	214917	57297	0	5	1	0	7	6	386240	5.797564e-01	1
MTX2	239999	888	11	141503	34861	0	1	0	0	50	83	4167203	5.797845e-01	1
CLDN18	160932	572	6	168554	50410	0	4	0	0	50	76	4122615	5.798504e-01	1
CYP24A1	158398	386	-31	266676	71781	0	9	0	0	7	16	921509	5.798519e-01	1
PSMA8	168448	577	57	134119	35216	0	2	0	0	36	44	2948204	5.798559e-01	1
SYPL1	327117	336	29	133196	38056	0	1	1	0	22	26	1555965	5.798729e-01	1
FAM149B1	NaN	NaN	NaN	299975	83638	0	4	0	0	27	39	2614007	5.799537e-01	1
TBX10	1391063	393	56	193049	59995	0	6	1	0	50	99	3886398	5.801935e-01	1
DDX46	893816	193	36	539742	138450	0	9	0	0	5	4	481380	5.802882e-01	1
EPM2AIP1	392784	473	21	302318	86194	0	7	0	0	4	7	468458	5.802998e-01	1
RP9	376764	459	15	117789	28755	0	3	1	0	50	68	3446482	5.804394e-01	1
SERPINA9	278548	858	13	218964	63048	0	4	1	0	50	77	3316055	5.804999e-01	1
